,Value,Name
63,"Before she worked in criminal defense, Prof.",Sherri Lee Keene
63,"Keene was a litigation associate in private practice at Paul, Weiss, Rifkind, Wharton & Garrison in New York City and a civil trial attorney for the U.S. Department of Justice Civil Division in Washington D.C. Immediately upon completing law school, Prof.",Sherri Lee Keene
63,Keene clerked for Chief Judge James T. Giles of the U.S. District Court for the Eastern District of Pennsylvania.  ,Sherri Lee Keene
63,Prof.,Sherri Lee Keene
63,Keene is an active member of the national legal writing professor community.,Sherri Lee Keene
63,"She participates as an editor for the peer review journal, Legal Communication & Rhetoric: JALWD.  ",Sherri Lee Keene
63,"In 2018, she was selected to be a Distinguished Speaker by the Association of Legal Writing Directors (ALWD).",Sherri Lee Keene
63,She has served as a planning chair for national and regional legal writing conferences and workshops for practitioners.,Sherri Lee Keene
63,Prof.,Sherri Lee Keene
63,Keene has published scholarship relevant to her work as a legal professor and advocate.,Sherri Lee Keene
63,"She writes in the areas of legal advocacy, criminal law, and law school reform.  ",Sherri Lee Keene
63,Prof.,Sherri Lee Keene
63,"Keene’s recent work is at the intersection of criminal law, advocacy, and psychology, and she considers how unconscious cognitive shortcuts can influence a police officer’s perception of a suspect’s behaviors.",Sherri Lee Keene
63,"Her work discusses how seemingly neutral legal structures can mask, and even reinforce, a police officer’s biased thinking and subsequent decision-making, rather than afford opportunities for them to be recognized and addressed effectively in the courtroom.",Sherri Lee Keene
64,"Professor Gregory Klass received his BA from Carleton College, a Ph.D. in philosophy from The Graduate Faculty of the New School for Social Research, and his JD from Yale Law School.",Gregory Klass
64,"After graduating from law school, Professor Klass clerked for Guido Calabresi on the Second Circuit Court of Appeals.",Gregory Klass
64,"Before coming to Georgetown, he served as an Assistant Solicitor General in the Office of the New York State Attorney General.",Gregory Klass
64,"Professor Klass’s scholarship focuses on contract law, the law of deception, and legal theory.",Gregory Klass
64,"He has written on topics such as contract interpretation, consumer contracts, fraud liability between contracting parties, false advertising law, and contract theory.",Gregory Klass
65,Professor Koplow specializes in the areas of public international law and national security law.  ,David A. Koplow
65,He joined the Georgetown Law faculty in 1981.  ,David A. Koplow
65,"His principal courses have been International Law I (the introductory survey of public international law topics), a seminar in the area of arms control, non-proliferation and terrorism, and the pro-seminar for LLM students in national security law.  ",David A. Koplow
65,"In addition, he has directed a clinic, the Center for Applied Legal Studies, in which students provide pro bono representation to refugees who seek asylum in the United States because of persecution in their homelands.  ",David A. Koplow
65,His government service has included stints as Special Counsel for Arms Control to the General Counsel of the Department of Defense (2009-2011); as Deputy General Counsel for International Affairs at the Department of Defense (1997-1999); and as Attorney-Advisor and Special Assistant to the Director of the U.S. Arms Control and Disarmament Agency (1978-1981).  ,David A. Koplow
65,He is a graduate of Harvard College and Yale Law School and a Rhodes Scholar.  ,David A. Koplow
65,"Most of his scholarly writing concentrates on the intersection between international law and U.S. constitutional law, especially in the areas of arms control and national security and treaty negotiation and implementation.",David A. Koplow
66,"Professor Anita Krishnakumar teaches Legislation and Statutory Interpretation, Administrative Law, Trusts and Estates, and a Colloquium on Advanced Topics in Legislation.  ",Anita Krishnakumar
66,"Her scholarship focuses on statutory interpretation and the legislative process, including the congressional budget process, lobbying regulations, and interpretive trends in the Supreme Court’s statutory jurisprudence.  ",Anita Krishnakumar
66,"Her articles have appeared or are forthcoming in the Stanford Law Review, the University of Chicago Law Review, the Yale Law Journal, the New York University Law Review, the Virginia Law Review, the Duke Law Journal, and the Harvard Journal on Legislation, among others.",Anita Krishnakumar
66,"Professor Krishnakumar is a past Chair and current Executive Board member of the Legislation Section of the Association of American Law Schools, the current editor of the SSRN eJournal on Legislation and Statutory Interpretation, and a contributor to Rick Hasen’s Election Law Blog, http://electionlawblog.org/.",Anita Krishnakumar
66,"She holds an A.B. with distinction from Stanford University and a J.D. from Yale Law School, where she was Chair of the Notes Committee for the Yale Law Journal, a Senior Editor on the Yale Law and Policy Review, and a Coker Teaching Fellow in Constitutional Law.",Anita Krishnakumar
66,Professor Krishnakumar clerked for the Hon. José A. Cabranes on the United States Court of Appeals for the Second Circuit.  ,Anita Krishnakumar
66,"She practiced in the appellate litigation group at Mayer, Brown, Rowe & Maw and in the general litigation group at Cleary, Gottlieb, Steen & Hamilton.  ",Anita Krishnakumar
66,"From 2006 to 2021, she was a professor at St. John’s University School of Law, where she received several Dean’s teaching awards and held the inaugural Mary C. Daly faculty chair.  ",Anita Krishnakumar
67,"Prior to joining the Law Center faculty in 1999, Professor Langevoort was the Lee S. and Charles A. Speir Professor at Vanderbilt University School of Law, where he joined the faculty in 1981.",Donald Langevoort
67,"The courses Professor Langevoort teaches are Contracts, Securities Regulation, various seminars on corporate and securities issues, and Corporations.",Donald Langevoort
67,Professor Langevoort has received the the Frank Flegal Teaching Award at Georgetown and the Paul J. Hartman Award for Excellence in Teaching at Vanderbilt.,Donald Langevoort
67,"He has been a visiting professor at Harvard Law School and the University of Michigan Law School and a lecturer at the Washington College of Law, American University.",Donald Langevoort
67,"After practicing for two years at Wilmer, Cutler & Pickering in Washington, D.C., he joined the staff of the U.S. Securities & Exchange Commission as Special Counsel in the Office of the General Counsel.",Donald Langevoort
67,"Professor Langevoort is the co-author, with Professors James Cox and Robert Hillman, of Securities Regulation: Cases and Materials (Aspen Law & Business), and the author of a treatise entitled Insider Trading: Regulation, Enforcement and Prevention (West Group).",Donald Langevoort
67,"He has also written many law review articles, a number of which seek to incorporate insights from social psychology and behavioral economics into the study of corporate and securities law and legal ethics.",Donald Langevoort
67,Professor Langevoort has testified numerous times before Congressional committees on issues relating to insider trading and securities litigation reform.  ,Donald Langevoort
68,"Professor Lederman was Deputy Assistant Attorney General in the Department of Justice’s Office of Legal Counsel from 2009 to 2010, and an Attorney Advisor in OLC from 1994-2002.  ",Martin S. Lederman
68,"From 1988 to 2004, he was an attorney at Bredhoff & Kaiser, where his practice consisted principally of federal litigation, including appeals, on behalf of labor unions, employees and pension funds.  ",Martin S. Lederman
68,"In 2008, with David Barron, he published a two-part article in the Harvard Law Review examining Congress’s authority to regulate the Commander in Chief’s conduct of war.   ",Martin S. Lederman
68,"Prior to rejoining the Department of Justice, he was a regular contributor to several blogs and web sites, including Balkinization, SCOTUSblog, Opinio Juris, and Slate, writing principally on issues relating to separation of powers, war powers, torture, detention, interrogation, international law, treaties, executive branch lawyering, statutory interpretation and the First Amendment.  ",Martin S. Lederman
